City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,winslow,35.0242,-110.6974,6.1,49,0,5.66,US,1709713719
361,northam,51.0333,-4.2167,4.66,96,9,4.04,GB,1709713720
362,vila franca do campo,37.7167,-25.4333,14.23,70,98,10.03,PT,1709713720
363,muang xay,20.7,101.9833,34.98,14,3,2.02,LA,1709713720
364,missoula,47.0166,-113.8009,-7.78,94,28,1.16,US,1709713720
365,mccomb,31.2438,-90.4531,14.45,100,75,3.09,US,1709713720
366,beau vallon,-20.4189,57.6953,31.78,65,40,6.69,MU,1709713720
367,nouadhibou,20.931,-17.0347,15.99,77,12,5.66,MR,1709713720
368,brookings,44.3114,-96.7984,-2.12,81,0,2.57,US,1709713720
369,vila velha,-20.3297,-40.2925,26.97,90,0,3.6,BR,1709713720
370,myskhako,44.6714,37.7433,10.88,62,100,3.89,RU,1709713720
371,markaz-e hukumat-e darweshan,31.1323,64.1934,15.31,53,40,7.41,AF,1709713721
372,blenheim,-41.516,173.9528,11.4,78,74,1.08,NZ,1709713721
373,ha giang,22.8333,104.9833,33.47,32,0,3.08,VN,1709713721
374,mil'kovo,55.6078,37.7956,-3.73,90,83,2.58,RU,1709713721
375,santana,-0.0583,-51.1817,26.1,94,20,1.03,BR,1709713721
376,kibondo,-3.5864,30.7203,18.28,89,100,1.99,TZ,1709713721
377,hammerfest,70.6634,23.6821,4.25,70,75,4.63,NO,1709713721
378,antsiranana,-12.2787,49.2917,29.81,73,22,6.9,MG,1709713721
379,fortuna,40.5982,-124.1573,10.19,98,100,0.0,US,1709713721
380,tralee,52.2704,-9.7026,10.14,93,75,4.63,IE,1709713721
381,chanasma,23.7167,72.1167,30.2,9,37,3.17,IN,1709713721
382,puerto santa,-8.9906,-78.6456,22.55,82,100,2.45,PE,1709713722
383,santa cruz,-17.8,-63.1667,23.7,94,75,2.57,BO,1709713486
384,rikaze,29.25,88.8833,9.68,10,95,8.89,CN,1709713722
385,greenwood,34.1668,-82.1165,14.04,61,100,2.06,US,1709713623
386,bilqas,31.2145,31.358,20.58,40,0,5.6,EG,1709713722
387,torghay,49.6339,63.4981,-5.87,81,65,4.21,KZ,1709713722
388,mont-laurier,46.5501,-75.4993,1.79,91,100,3.59,CA,1709713722
389,nizhnevartovsk,60.9344,76.5531,-13.99,66,0,4.02,RU,1709713722
390,weno,7.4515,151.8468,28.97,74,100,4.63,FM,1709713722
391,longquan,24.6719,102.1613,25.55,13,0,6.03,CN,1709713722
392,basse santa su,13.31,-14.2137,24.2,21,6,1.59,GM,1709713723
393,touros,-5.1989,-35.4608,26.01,87,100,3.57,BR,1709713723
394,argo,37.6333,22.7333,14.32,58,6,1.16,GR,1709713723
395,chegdomyn,51.1167,133.0167,-11.09,86,98,0.6,RU,1709713723
396,uturoa,-16.7333,-151.4333,28.26,78,97,4.46,PF,1709713723
397,buenavista,8.9769,125.4089,29.35,72,100,1.98,PH,1709713723
398,hermansverk,61.1846,6.8502,2.25,55,0,2.57,NO,1709713723
399,alesund,62.4723,6.1549,5.05,66,0,3.6,NO,1709713723
400,ormara,25.2088,64.6357,21.27,53,85,2.93,PK,1709713723
401,dinguiraye,11.3,-10.7167,26.7,27,39,0.67,GN,1709713723
402,nadym,65.5333,72.5167,-18.67,93,100,8.2,RU,1709713723
403,okahao,-17.885,15.0667,27.56,24,13,0.37,NA,1709713723
404,cidreira,-30.1811,-50.2056,17.2,76,0,1.69,BR,1709713724
405,copiapo,-27.3667,-70.3333,16.83,75,0,1.14,CL,1709713724
406,sechura,-5.5569,-80.8222,25.28,70,100,4.58,PE,1709713724
407,pemangkat,1.1667,108.9667,26.9,84,100,0.77,ID,1709713724
408,atar,20.5169,-13.0499,21.0,15,0,3.02,MR,1709713724
409,ngama,11.7833,17.1667,36.77,9,99,5.69,TD,1709713724
410,carauari,-4.8828,-66.8958,23.7,95,89,0.83,BR,1709713724
411,vallenar,-28.5708,-70.7581,19.58,64,0,1.15,CL,1709713724
412,yokadouma,3.5167,15.05,23.98,91,100,1.3,CM,1709713724
413,al jawf,29.5,38.75,20.74,22,0,2.17,SA,1709713724
414,arauca,7.0847,-70.7591,26.09,54,71,1.54,CO,1709713725
415,sioux falls,43.55,-96.7003,-4.08,68,0,0.0,US,1709713714
416,sandnessjoen,66.0217,12.6316,1.06,69,0,3.09,NO,1709713725
417,al qubbah,32.7616,22.2424,12.95,65,4,10.13,LY,1709713725
418,pennagaram,12.1333,77.9,32.66,21,99,2.13,IN,1709713433
419,lakatoro,-16.0999,167.4164,28.03,84,96,5.08,VU,1709713725
420,guerrero negro,27.9769,-114.0611,15.3,74,100,6.56,MX,1709713462
421,altamont,42.2068,-121.7372,1.55,96,100,0.45,US,1709713725
422,itaituba,-4.2761,-55.9836,24.52,89,91,0.81,BR,1709713725
423,fort bragg,35.139,-79.006,14.34,92,100,1.54,US,1709713725
424,lashkar gah,31.5938,64.3716,10.93,70,100,4.96,AF,1709713725
425,troitsko-pechorsk,62.7084,56.1964,-12.51,90,100,2.31,RU,1709713726
426,timimoun,29.2639,0.231,13.21,38,0,2.57,DZ,1709713726
427,kinchil,20.9167,-89.95,25.04,94,1,1.35,MX,1709713726
428,shiqi,22.5168,113.3852,22.95,60,100,5.54,CN,1709713726
429,anadyr,64.75,177.4833,-12.72,85,100,0.0,RU,1709713726
430,comandante fontana,-25.3345,-59.6821,19.22,68,69,2.08,AR,1709713726
431,nishinoomote,30.7333,131.0,14.31,88,75,5.14,JP,1709713726
432,san patricio,28.017,-97.5169,20.3,95,80,3.52,US,1709713726
433,ardakan,32.31,54.0175,14.07,33,0,2.28,IR,1709713726
434,sabang,5.8933,95.3214,28.52,75,100,3.0,ID,1709713726
435,chul'man,56.8479,124.9104,-11.76,87,100,2.24,RU,1709713727
436,newman,37.3138,-121.0208,10.57,91,73,0.49,US,1709713601
437,papao,-17.75,-149.55,27.82,80,100,5.54,PF,1709713727
438,nikolayevsk-on-amure,53.1406,140.73,-11.33,89,92,1.15,RU,1709713727
439,sambava,-14.2667,50.1667,30.05,67,60,2.82,MG,1709713727
440,saint-joseph,-21.3667,55.6167,30.21,83,87,6.79,RE,1709713727
441,sittwe,20.15,92.9,29.56,46,14,8.66,MM,1709713727
442,berezovyy,51.6667,135.7,-9.17,80,95,0.72,RU,1709713727
443,teodoro sampaio,-22.5325,-52.1675,22.08,91,87,1.56,BR,1709713727
444,bulakamba,-6.8748,108.9559,29.77,75,100,2.65,ID,1709713727
445,daru,-9.0763,143.2092,28.33,82,100,3.26,PG,1709713727
446,pangai,-19.8,-174.35,28.4,77,14,6.34,TO,1709713727
447,olyokminsk,60.3736,120.4264,-12.09,85,100,2.35,RU,1709713728
448,bhim tal,29.35,79.5667,12.61,34,0,2.52,IN,1709713728
449,guastatoya,14.8539,-90.0647,21.25,78,0,0.92,GT,1709713728
450,zabaykal'sk,49.6333,117.3167,-11.17,91,79,3.02,RU,1709713728
451,kishanpur,25.65,81.0167,27.85,14,1,4.44,IN,1709713728
452,natal,-5.795,-35.2094,25.12,94,40,1.54,BR,1709713728
453,dellys,36.9172,3.9131,13.06,63,3,2.55,DZ,1709713728
454,kone,-21.0595,164.8658,25.82,84,100,2.04,NC,1709713728
455,kiffa,16.6166,-11.4045,23.86,13,8,3.0,MR,1709713729
456,astoria,46.1879,-123.8313,2.7,89,0,0.45,US,1709713729
457,reggane,26.7158,0.1714,18.51,28,69,6.49,DZ,1709713729
458,lumphat,13.4878,106.9816,40.8,22,40,1.35,KH,1709713729
459,togur,58.3631,82.8265,-2.69,87,100,4.83,RU,1709713729
460,dakhla,23.6848,-15.958,15.01,88,20,9.26,EH,1709713729
461,kralendijk,12.15,-68.2667,25.99,83,2,4.63,BQ,1709713729
462,collingwood,44.4834,-80.2164,4.87,96,100,3.28,CA,1709713729
463,yuscaran,13.9333,-86.85,18.58,68,2,0.29,HN,1709713729
464,rajkot,22.3,70.7833,29.2,11,6,3.86,IN,1709713729
465,taitung city,22.7583,121.1444,20.15,88,75,2.57,TW,1709713729
466,daxing,39.7214,116.3292,8.98,27,59,2.17,CN,1709713730
467,howrah,22.5892,88.3103,28.0,44,3,3.6,IN,1709713730
468,quepos,9.4236,-84.1652,26.26,82,49,1.02,CR,1709713730
469,veydelevka,50.1521,38.4492,1.94,67,83,5.12,RU,1709713730
470,lazaro cardenas,17.9583,-102.2,20.76,86,0,1.95,MX,1709713730
471,marchin,50.4671,5.2428,4.79,76,100,1.56,BE,1709713730
472,ulladulla,-35.35,150.4667,24.76,65,100,5.9,AU,1709713730
473,cadale,2.7603,46.3222,30.11,69,12,5.78,SO,1709713730
474,pandan,14.0453,124.1694,27.4,76,58,3.09,PH,1709713730
475,moyo,3.6609,31.7247,31.95,35,78,4.31,UG,1709713731
476,peace river,56.2501,-117.286,-18.52,91,0,1.03,CA,1709713563
477,tlahualilo de zaragoza,26.1167,-103.45,17.63,21,27,0.93,MX,1709713731
478,ippy,6.2679,21.2247,33.14,39,20,3.46,CF,1709713731
479,norman gardens,-23.3224,150.5393,27.29,57,40,5.14,AU,1709713731
480,klaksvik,62.2266,-6.589,7.51,91,100,12.92,FO,1709713731
481,newnham,-41.3833,147.1333,22.7,56,3,6.17,AU,1709713731
482,bamboo flat,11.7,92.7167,33.05,46,75,6.17,IN,1709713731
483,murghob,38.1702,73.9667,-10.99,46,100,1.98,TJ,1709713731
484,chiquimulilla,14.0858,-90.3767,21.92,77,0,1.37,GT,1709713731
485,mejit,10.2753,170.8646,26.56,81,64,11.1,MH,1709713732
486,machico,32.7,-16.7667,16.51,78,20,2.57,PT,1709713732
487,vrontados,38.4089,26.1328,12.92,76,20,3.6,GR,1709713732
488,imatra,61.1719,28.7524,-1.74,78,73,3.13,FI,1709713719
489,nzega,-2.479,29.5564,18.13,82,100,1.0,RW,1709713732
490,balabac,7.9868,117.0645,29.24,68,5,3.77,PH,1709713732
491,champerico,14.3,-91.9167,25.32,79,1,3.57,GT,1709713732
492,morehead,37.2711,-87.1764,14.44,99,100,0.0,US,1709713732
493,smithers,54.7804,-127.1743,-15.82,85,0,1.03,CA,1709713732
494,kittila,67.6647,24.8936,-6.92,86,0,1.54,FI,1709713732
495,bridgewater,44.3835,-64.5155,5.62,99,100,1.54,CA,1709713733
496,skare,55.3833,13.05,4.02,96,100,5.32,SE,1709713733
497,margate,51.3813,1.3862,8.16,92,95,0.45,GB,1709713733
498,jawf al maqbabah,13.8378,45.8349,28.76,42,2,3.42,YE,1709713733
499,rio frio de juarez,19.35,-98.6667,11.12,30,1,0.87,MX,1709713733
500,naze,28.3667,129.4833,16.51,77,98,9.75,JP,1709713733
501,motygino,58.1831,94.7592,-4.56,94,100,4.47,RU,1709713733
502,valparaiso,-33.0393,-71.6273,14.8,94,100,1.03,CL,1709713733
503,richards bay,-28.783,32.0377,25.47,69,100,4.1,ZA,1709713733
504,slave lake,55.2834,-114.769,-17.01,66,100,2.57,CA,1709713734
505,ubari,26.5921,12.7805,16.47,24,0,5.94,LY,1709713734
506,guiuan,11.0333,125.7247,27.76,70,100,4.47,PH,1709713734
507,autun,46.95,4.3,3.6,91,100,1.05,FR,1709713734
508,lorengau,-2.0226,147.2712,28.48,77,42,2.26,PG,1709713734
509,primorskiy,43.0983,131.5875,-0.55,39,2,1.94,RU,1709713734
510,flin flon,54.7682,-101.865,-26.03,100,29,0.79,CA,1709713734
511,colares,38.7992,-9.4469,11.85,89,20,13.41,PT,1709713734
512,soure,-0.7167,-48.5233,26.2,86,67,2.74,BR,1709713734
513,dezhou,37.4486,116.2925,9.19,33,57,0.53,CN,1709713735
514,la villa del rosario,10.3258,-72.3134,25.08,79,18,4.9,VE,1709713735
515,san miguel,13.4833,-88.1833,22.5,78,6,0.65,SV,1709713735
516,bikin,46.8161,134.26,-5.91,76,83,2.82,RU,1709713735
517,altay,47.8667,88.1167,-4.43,69,11,0.9,CN,1709713735
518,mersa matruh,31.3525,27.2453,18.11,59,20,6.69,EG,1709713735
519,griffith,41.5284,-87.4237,5.08,91,94,3.13,US,1709713735
520,sovetskiy,61.3614,63.5842,-16.73,97,91,1.34,RU,1709713735
521,shubarkuduk,49.1447,56.4872,-4.34,76,51,1.02,KZ,1709713735
522,piacabucu,-10.4056,-36.4344,26.7,80,36,3.09,BR,1709713735
523,novaya igirma,57.1334,103.9112,-3.95,84,100,3.33,RU,1709713735
524,koryazhma,61.3143,47.1691,-3.38,91,96,2.42,RU,1709713736
525,tissemsilt,35.6072,1.8108,6.76,72,79,2.48,DZ,1709713736
526,redmond,47.674,-122.1215,2.17,88,34,1.34,US,1709713736
527,tenenkou,14.4572,-4.9169,25.79,9,7,6.77,ML,1709713736
528,rincon de romos,22.2333,-102.3,14.6,23,0,1.71,MX,1709713736
529,beyla,8.6833,-8.6333,23.66,71,31,1.29,GN,1709713736
530,pisco,-13.7,-76.2167,23.03,78,0,4.12,PE,1709713736
531,isla mujeres,21.2311,-86.731,26.03,77,10,7.24,MX,1709713736
532,saint-pierre,-21.3393,55.4781,30.82,58,20,11.32,RE,1709713702
533,gaiman,-43.2897,-65.4929,16.31,33,11,9.19,AR,1709713737
534,helena valley southeast,46.6153,-111.9216,-5.92,74,0,3.09,US,1709713737
535,ponta delgada,37.7333,-25.6667,14.4,62,75,13.38,PT,1709713737
536,sitka,57.0531,-135.33,1.94,55,100,7.72,US,1709713737
537,cassilandia,-19.1133,-51.7342,22.21,80,98,1.08,BR,1709713737
538,tazacorte,28.629,-17.9293,16.54,72,40,4.63,ES,1709713737
539,amnat charoen,15.9167,104.75,40.28,17,97,4.8,TH,1709713737
540,conception bay south,47.4999,-52.9981,0.41,91,100,7.41,CA,1709713737
541,langepas,61.2544,75.2124,-17.39,87,98,5.55,RU,1709713737
542,xiaolingwei,32.0333,118.85,10.99,46,99,3.88,CN,1709713738
543,ugoofaaru,5.6667,73.0,28.45,73,65,4.38,MV,1709713738
544,melfort,52.8667,-104.6177,-20.93,71,98,1.03,CA,1709713738
545,la crescenta-montrose,34.2322,-118.2353,10.7,82,0,0.0,US,1709713738
546,safford,32.834,-109.7076,15.06,66,0,3.09,US,1709713738
547,vangviang,18.9333,102.45,39.52,14,49,1.87,LA,1709713738
